id,subject_id,unit_title,normalized_unit_title,topics,source_text,created_by,created_at,updated_at
unit_1dd6edf8,sub_2ccd14c6,Pipes and Cisterns,pipes and cisterns,"[{""title"":""Pipe types"",""subtopics"":[""Inlet pipe fills a tank"",""Outlet pipe (or waste) empties a tank""]},{""title"":""Unit rate and sign convention"",""subtopics"":[""Part filled per hour = 1/x for x‑hour pipe"",""Outlet pipe treated as negative work (negative rate)""]},{""title"":""Two-pipe filling"",""subtopics"":[""Combined rate = 1/x + 1/y"",""Time to fill = xy/(x+y)"",""Alternate LCM method for capacities and rates""]},{""title"":""Filling with an emptying pipe"",""subtopics"":[""Include outlet as negative efficiency in sum"",""Time = LCM/(sum of efficiencies including negative)""]},{""title"":""Examples and calculations"",""subtopics"":[""40‑hr and 60‑hr pipes together → 24 hours"",""12, 18 fill and 30 empty → 180/19 hours""]}]",Imported from cheap mode,ADMIN,2026-03-30T00:27:51.700Z,2026-03-30T11:45:43.127Z
unit_c7cd50de,sub_2ccd14c6,Probabiliity - Cards and Miscellaneous,probabiliity cards and miscellaneous,"[{""title"":""Cards — deck structure"",""subtopics"":[""52 cards: 4 suits × 13 ranks"",""Ranks: A, 2–10, J, Q, K"",""Face cards: J, Q, K""]},{""title"":""Card probabilities"",""subtopics"":[""P(King) = 4/52 = 1/13"",""P(Diamond) = 13/52 = 1/4"",""Counting favourable outcomes in a 52-card deck""]},{""title"":""Replacement concepts"",""subtopics"":[""With replacement: items returned → independent draws"",""Without replacement: items not returned → dependent draws"",""Default convention: assume without replacement if unspecified""]},{""title"":""Two-card examples"",""subtopics"":[""Both red with replacement: (26/52)^2 = 1/4"",""Both red without replacement: (26/52)*(25/51) = 25/102""]},{""title"":""Miscellaneous drawing problems"",""subtopics"":[""Pen example: P(red) = 7/15"",""Ball draws with replacement: (9/20)*(4/20) = 9/100"",""Ball draws without replacement: (9/20)*(4/19) = 9/95""]}]",Imported from cheap mode,ADMIN,2026-03-30T00:32:27.488Z,2026-03-30T11:45:43.171Z
unit_ed578bc2,sub_2ccd14c6,Probability -  Coins & Dice,probability coins dice,"[{""title"":""Probability basics"",""subtopics"":[""Definition: favourable outcomes / total outcomes"",""Probability range: 0 to 1"",""Sample space and outcome counting"",""Problem categories: coins, dice, cards, miscellaneous""]},{""title"":""Coins — counting outcomes"",""subtopics"":[""Total outcomes = 2^n"",""Sample spaces for n = 1, 2, 3"",""Notation and listing of H/T combinations""]},{""title"":""Two-coin problems"",""subtopics"":[""Total outcomes = 4: {HH, HT, TH, TT}"",""Identical tosses (HH, TT) → probability 2/4 = 1/2"",""Two heads (HH) → probability 1/4""]},{""title"":""Three-coin problems"",""subtopics"":[""Total outcomes = 8; list of triples"",""Two tails and one head → 3/8"",""At least one tail → 7/8""]},{""title"":""Dice — single and two dice"",""subtopics"":[""Single die: 6 outcomes, P(5) = 1/6"",""Two dice: total outcomes = 36"",""Sum = 4 → 3/36 = 1/12 (listed pairs)"",""Multiples of 4 (4, 8, 12) → 9/36 = 1/4"",""2-dice triangle shortcut for counting sums""]},{""title"":""Three dice"",""subtopics"":[""Total outcomes = 6^3 = 216"",""Sum = 16: 6 favourable ordered triples → 6/216 = 1/36"",""Counting ordered triples for sums""]}]",Imported from cheap mode,ADMIN,2026-03-30T00:32:27.421Z,2026-03-30T11:45:43.218Z
unit_44ffb54d,sub_7c1b53e0,Authentication & Authorization - Part 4,authentication authorization part 4,"[{""title"":""Integrating APIs for Prime Deals"",""subtopics"":[""Fetching Prime deals endpoint and handling JWT token"",""Including Authorization header in API requests"",""Choosing correct HTTP method for deals API"",""Handling loading state while fetching deals""]},{""title"":""API Response Views: Success, Failure, Loading"",""subtopics"":[""Success view: render Exclusive Prime Deals for logged-in Prime users"",""Failure view: render Get Exclusive Deals for non-Prime users"",""Loading view: show loader until API data is received"",""Mapping apiStatus constants to rendered views""]},{""title"":""Common Reasons for API Call Failures"",""subtopics"":[""Sending unauthorized or missing user credentials"",""Not specifying Authorization header"",""Using incorrect HTTP method for the endpoint"",""Handling and displaying API error messages""]},{""title"":""Quick Commerce App: Component Roles"",""subtopics"":[""App.jsx: router setup and route registration"",""Header, Home, Products, Cart, NotFound component responsibilities"",""ProductCard, AllProductsSection, PrimeDealsSection display logic"",""ProtectedRoute: redirect to /login when jwt_token is absent""]},{""title"":""State Management Best Practices"",""subtopics"":[""Using isLoading to control loader vs content rendering"",""Using apiStatus (INITIAL, SUCCESS, FAILURE) to branch UI"",""Implementing render functions for loader, list, and error"",""Avoiding mixed responsibilities in a single state variable""]}]","1. Integrating APIs
1.1 Get Exclusive Prime Deals
Exclusive Prime deals are for Prime Users.
All Products are for both Prime and Non-Prime users.
2. API Call Possible Views
2.1 Success View
When the Prime User is logged in and accessed Prime Deals Section then we should show the Exclusive Prime Deals section.

2.2 Failure View
When the Non-prime User is logged in and accessed Prime Deals Section then we should show the Get Exclusive Deals section.

Reasons for API Call Failure :
Sending UnAuthorized User credentials
Not specifying Authorization header
Using the wrong HTTP method
2.3 Loading View
When the Prime or Non-prime User is logged in and accessed Prime Deals Section, we should show the Loading view until data is in progress.

3. Quick Commerce Application - Final Code
File: src/App.jsx

JSX
1234567891011
import { BrowserRouter, Route, Routes } from ""react-router"";import LoginForm from ""./components/LoginForm"";import Home from ""./components/Home"";import Products from ""./components/Products"";import Cart from ""./components/Cart"";import NotFound from ""./components/NotFound"";import ""./App.css"";import ProtectedRoute from ""./components/ProtectedRoute""; 
Expand
File: src/components/AllProductsSection/index.jsx

JSX
1234567891011
import { useState, useEffect } from ""react"";import Cookies from ""js-cookie"";import BeatLoader from ""react-spinners/BeatLoader"";import ProductCard from ""../ProductCard"";import ""./index.css"";const AllProductsSection = () => {  const [productsList, setProductsList] = useState([]);  const [isLoading, setIsLoading] = useState(true); 
Expand
File: src/components/Cart/index.jsx

JSX
1234567891011
import Header from ""../Header"";import ""./index.css"";const Cart = () => (  <>    <Header />    <div className=""cart-container"">      <img        src=""https://assets.ccbp.in/frontend/react-js/nxt-trendz-cart-img.png""        alt=""cart""        className=""cart-img"" 
Expand
File: src/components/Header/index.jsx

JSX
123456789101112
import { Link } from ""react-router"";import Cookies from ""js-cookie"";import { useNavigate } from ""react-router"";import ""./index.css"";const Header = () => {  const navigate = useNavigate();  const onClickLogout = () => {    Cookies.remove(""jwt_token"");    navigate(""/login"", { replace: true });  
Expand
File: src/components/Home/index.jsx

JSX
1234567891011
import { Link } from ""react-router"";import Header from ""../Header"";import ""./index.css"";const Home = () => {  return (    <div className=""bg-container"">      <Header />      <div className=""home-container""> 
Expand
File: src/components/LoginForm/index.jsx

JSX
123456789101112
import { useState } from ""react"";import { useNavigate, Navigate } from ""react-router"";import Cookies from ""js-cookie"";import ""./index.css"";const LoginForm = () => {  const [username, setUsername] = useState("""");  const [password, setPassword] = useState("""");  const [showSubmitError, setShowSubmitError] = useState(false);  const [errorMsg, setErrorMsg] = useState("""");  
Expand
File: src/components/NotFound/index.jsx

JSX
1234567891011
import ""./index.css"";const NotFound = () => (  <div className=""not-found-container"">    <img      src=""https://assets.ccbp.in/frontend/react-js/not-found-blog-img.png""      alt=""not-found""      className=""not-found-img""    />  </div>); 
Expand
File: src/components/PrimeDealsSection/index.jsx

JSX
1234567891011
import { useState, useEffect } from ""react"";import Cookies from ""js-cookie"";import BeatLoader from ""react-spinners/BeatLoader"";import ProductCard from ""../ProductCard"";import ""./index.css"";const apiStatusConstants = {  initial: ""INITIAL"",  success: ""SUCCESS"",  failure: ""FAILURE"", 
Expand
File: src/components/ProductCard/index.jsx

JSX
1234567891011
import ""./index.css"";const ProductCard = (props) => {  const { productData } = props;  const { title, brand, imageUrl, rating, price } = productData;  return (    <li className=""product-item"">      <img src={imageUrl} alt=""product"" className=""thumbnail"" />      <h1 className=""title"">{title}</h1>      <p className=""brand"">by {brand}</p> 
Expand
File: src/components/Products/index.jsx

JSX
1234567891011
import AllProductsSection from ""../AllProductsSection"";import Header from ""../Header"";import PrimeDealsSection from ""../PrimeDealsSection"";import ""./index.css"";const Products = () => (  <>    <Header />    <div className=""product-sections""> 
Expand
File: src/components/ProtectedRoute/index.jsx

JSX
1234567891011
import { Navigate } from ""react-router"";import Cookies from ""js-cookie"";const ProtectedRoute = ({ children }) => {  const token = Cookies.get(""jwt_token"");  if (token === undefined) {    return <Navigate to=""/login"" replace />;  }  return children;}; 
Expand
4. Best Practices
4.1 State Variable-isLoading
isLoading is used to handle Success View, Loading View only.

JSX
123456
const [isLoading,...] = useState(...)return <>{     isLoading ?      renderLoader() :      renderProductsList()}</> }
4.2 State Variable-apiStatus
apiStatus is used to handle Success, Failure and Loading Views.

JSX
12345678
switch (apiStatus) {  case apiStatusConstants.success:    return renderPrimeDealsList()  ...  ...  default:    return null}
Submit Feedback

Mark as Completed",ADMIN,2026-04-06T03:06:22.980Z,2026-04-06T03:06:22.980Z
unit_a7f759a1,sub_7c1b53e0,Sorting Products,sorting products,"[{""title"":""Using react-icons in React"",""subtopics"":[""Installing react-icons via npm"",""Searching and copying icon names from the website"",""Importing icons from specific icon category modules (e.g., bs, fa, md)"",""Embedding icons in components (example imports and usage)""]},{""title"":""Product Sorting: Overview"",""subtopics"":[""Declaring sortbyOptions and their identifiers"",""Default sort option and user-selectable options"",""How selected sort option affects product order"",""Triggering sort when activeOptionId changes""]},{""title"":""ProductsHeader component and sort control"",""subtopics"":[""Props: sortbyOptions, activeOptionId, updateActiveOptionId"",""Handling onChange event to update sort selection"",""Rendering sort dropdown or control with react-icons"",""Prop-driven component testing points""]},{""title"":""AllProductsSection: sorting data flow"",""subtopics"":[""Fetching products and storing in productsList state"",""Applying active sort option to transform productsList"",""Using BeatLoader while isLoading is true"",""Passing filtered/sorted list to ProductCard for rendering""]},{""title"":""Integration with other components"",""subtopics"":[""How Products aggregates AllProductsSection and ProductsHeader"",""Consistency of Header and ProtectedRoute across pages"",""Ensuring NotFound and Cart components unaffected by sort logic"",""Testing interaction between sorting and pagination/filters""]}]","2. React Icons
react-icons is a third-party package contains bundle of icons like bootstrap, font awesome, material icons etc..,

Check react-icons website here .

2.1 Installing React Icons
This below command installs all the react-icons library in your React project.
1
npm install react-icons
2.2 Searching React Icons
Click on the Icon to copy the Icon Name.

2.3 Importing React Icons
The First letters of the icon indicates the category of the Icon.

Each category of Icons have import statements separately, go to the category and copy the import statement.

Example:

JSX
1234567891011
import { BsFilterRight } from ""react-icons/bs"";import { FaFacebookF } from ""react-icons/fa"";import { MdDelete } from ""react-icons/md"";const ReactIcon = (props) => {  return (    <div>      <BsFilterRight />      <FaFacebookF />      <MdDelete />    </div> 
Expand
3. Sorting Products
File: src/components/AllProductsSection/index.jsx

JSX
1234567891011
import { useState, useEffect } from ""react"";import Cookies from ""js-cookie"";import BeatLoader from ""react-spinners/BeatLoader"";import ProductCard from ""../ProductCard"";import ProductsHeader from ""../ProductsHeader"";import ""./index.css"";const sortbyOptions = [  { 
Expand
File: src/components/Cart/index.jsx

JSX
1234567891011
import Header from ""../Header"";import ""./index.css"";const Cart = () => (  <>    <Header />    <div className=""cart-container"">      <img        src=""https://assets.ccbp.in/frontend/react-js/nxt-trendz-cart-img.png""        alt=""cart""        className=""cart-img"" 
Expand
File: src/components/Header/index.jsx

JSX
123456789101112
import { Link } from ""react-router"";import Cookies from ""js-cookie"";import { useNavigate } from ""react-router"";import ""./index.css"";const Header = () => {  const navigate = useNavigate();  const onClickLogout = () => {    Cookies.remove(""jwt_token"");    navigate(""/login"", { replace: true });  
Expand
File: src/components/Home/index.jsx

JSX
1234567891011
import { Link } from ""react-router"";import Header from ""../Header"";import ""./index.css"";const Home = () => {  return (    <div className=""bg-container"">      <Header />      <div className=""home-container""> 
Expand
File: src/components/LoginForm/index.jsx

JSX
123456789101112
import { useState } from ""react"";import { useNavigate, Navigate } from ""react-router"";import Cookies from ""js-cookie"";import ""./index.css"";const LoginForm = () => {  const [username, setUsername] = useState("""");  const [password, setPassword] = useState("""");  const [showSubmitError, setShowSubmitError] = useState(false);  const [errorMsg, setErrorMsg] = useState("""");  
Expand
File: src/components/NotFound/index.jsx

JSX
1234567891011
import ""./index.css"";const NotFound = () => (  <div className=""not-found-container"">    <img      src=""https://assets.ccbp.in/frontend/react-js/not-found-blog-img.png""      alt=""not-found""      className=""not-found-img""    />  </div>); 
Expand
File: src/components/PrimeDealsSection/index.jsx

JSX
1234567891011
import { useState, useEffect } from ""react"";import Cookies from ""js-cookie"";import BeatLoader from ""react-spinners/BeatLoader"";import ProductCard from ""../ProductCard"";import ""./index.css"";const apiStatusConstants = {  initial: ""INITIAL"",  success: ""SUCCESS"",  failure: ""FAILURE"", 
Expand
File: src/components/ProductCard/index.jsx

JSX
1234567891011
import ""./index.css"";const ProductCard = (props) => {  const { productData } = props;  const { title, brand, imageUrl, rating, price } = productData;  return (    <li className=""product-item"">      <img src={imageUrl} alt=""product"" className=""thumbnail"" />      <h1 className=""title"">{title}</h1>      <p className=""brand"">by {brand}</p> 
Expand
File: src/components/Products/index.jsx

JSX
1234567891011
import AllProductsSection from ""../AllProductsSection"";import Header from ""../Header"";import PrimeDealsSection from ""../PrimeDealsSection"";import ""./index.css"";const Products = () => (  <>    <Header />    <div className=""product-sections""> 
Expand
File: src/components/ProductsHeader/index.jsx

JSX
1234567891011
import { BsFilterRight } from ""react-icons/bs"";import ""./index.css"";const ProductsHeader = (props) => {  const { sortbyOptions, activeOptionId, updateActiveOptionId } = props;  const onChangeSortby = (event) => {    updateActiveOptionId(event.target.value);  }; 
Expand
File: src/components/ProtectedRoute/index.jsx

JSX
1234567891011
import { Navigate } from ""react-router"";import Cookies from ""js-cookie"";const ProtectedRoute = ({ children }) => {  const token = Cookies.get(""jwt_token"");  if (token === undefined) {    return <Navigate to=""/login"" replace />;  }  return children;}; 
Expand
File: src/App.jsx

JSX
1234567891011
import { BrowserRouter, Route, Routes } from ""react-router"";import LoginForm from ""./components/LoginForm"";import Home from ""./components/Home"";import Products from ""./components/Products"";import Cart from ""./components/Cart"";import NotFound from ""./components/NotFound"";import ""./App.css"";import ProtectedRoute from ""./components/ProtectedRoute""; 
Expand
Submit Feedback

Mark as Completed",ADMIN,2026-04-06T03:06:23.418Z,2026-04-06T03:06:23.418Z
unit_80dcc06e,sub_7c1b53e0,Third-Party Packages,third party packages,"[{""title"":""Third-Party Packages: definition and advantages"",""subtopics"":[""Definition: reusable code libraries for specific functionality"",""Key advantages: faster development and fewer lines of code"",""Common uses in projects: routing, loaders, icons, JWT handling"",""Risk/benefit trade-offs (maintenance vs productivity)""]},{""title"":""Selecting a third-party package: evaluation criteria"",""subtopics"":[""User satisfaction and popularity (stars/downloads)"",""Maintenance frequency and unresolved issue count"",""Quality of documentation and examples"",""Comparative evaluation across candidate packages""]},{""title"":""react-player: installation and supported sources"",""subtopics"":[""Install command: npm install react-player"",""Supported URLs: YouTube, Facebook, file paths and other sites"",""Embedding ReactPlayer component in a React app"",""Responsive container patterns for video players""]},{""title"":""Common react-player props and their effects"",""subtopics"":[""playing: auto-play control (true/false)"",""controls: show native player controls (true/false)"",""light: show thumbnail preview and lazy load player"",""width, height, and className for layout and styling""]},{""title"":""Practical examples and integration tips"",""subtopics"":[""Using controls and playing props in example VideoPlayer component"",""Combining ReactPlayer with CSS responsive containers"",""Exporting VideoPlayer and importing into App.js"",""Referencing official docs for advanced props and callbacks""]}]","1. Third-Party Packages
A Third-Party Package is a reusable code developed to perform a specific functionality

1.1 Advantages
Easy integration
Saves Time
More productivity with fewer lines of code
Better Error Handling
More Customisation Options ... many more.
We have used many third-party packages like React Router, React Loader, React Icons, JWT, etc.

Node Package Manager contains Third-Party Packages for React JS, Node JS, Angular JS, and many more libraries and frameworks. To know more about npm you can refer to this.

1.2 Selecting a Third-Party Package
1.2.1 Things to Consider
Users Satisfaction
Popularity (number of stars)
Maintenance
Documentation
Number of unresolved issues
Compare the packages in the above categories and pick one for the application.

2. Third-Party Package - react-player
NPM contains a react-player, a third-party package that provides a React component for playing a variety of URLs, including file paths, YouTube, Facebook, etc. 

Installation Command:

SHELL
1
npm install react-player
2.1 React Player Props
We can provide different props to ReactPlayer. Below are some of the most commonly used props.

Prop	Description	Default Value
playing	Set to true or false to pause or play the media	false
controls	Set to true to display native player controls.	false
light	Set to true to show the video thumbnail, which loads the full player on click. Pass in an image URL to override the preview image	false
width	Set the width of the player	640px
height	Set the height of the player	360px
className	Add the custom styles to ReactPlayer	-
Example:

File: src/App.js

JSX
1234567
import VideoPlayer from './components/VideoPlayer'import './App.css'const App = () => <VideoPlayer />export default App
File: src/components/VideoPlayer/index.js

JSX
1234567891011
import ReactPlayer from 'react-player'import './index.css'const videoURL = 'https://youtu.be/YE7VzlLtp-4'const VideoPlayer = () => (  <div className=""video-container"">    <h1 className=""heading"">Video Player</h1>    <div className=""responsive-container"">      <ReactPlayer url={videoURL} />    </div> 
Expand
ReactPlayer Supports different types of URLs.

2.1.1 controls Prop
File: src/components/VideoPlayer/index.js

JSX
123456789
const VideoPlayer = () => (  <div className=""video-container"">    <h1 className=""heading"">Video Player</h1>    <div className=""responsive-container"">      <ReactPlayer url={videoURL} controls />    </div>  </div>)export default VideoPlayer
2.1.2 playing Prop
File: src/components/VideoPlayer/index.js

JSX
1234567891011
import ReactPlayer from 'react-player'...const videoURL = 'https://youtu.be/YE7VzlLtp-4'const VideoPlayer = () => (  <div className=""video-container"">    <h1 className=""heading"">Video Player</h1>    <div className=""responsive-container"">      <ReactPlayer url={videoURL}/>    </div>  </div>)... 
Expand
Reference
To know more about react-player, you can refer to this.

Submit Feedback",ADMIN,2026-04-06T03:06:23.854Z,2026-04-06T03:06:23.854Z
unit_6b747fac,sub_5734fd48,"Modulo, Divisors, & Prime Numbers",modulo divisors prime numbers,"[{""title"":""Modulo arithmetic basics"",""subtopics"":[""Definition and remainder properties"",""Handling negative values across languages"",""Applications: cyclic computations and hashing""]},{""title"":""Modulo identities"",""subtopics"":[""(a+b)%m = ((a%m)+(b%m))%m"",""(a-b)%m = ((a%m)-(b%m)+m)%m"",""(a*b)%m = ((a%m)*(b%m))%m""]},{""title"":""Divisors of a number"",""subtopics"":[""Iterate i from 1 to sqrt(n) and add i and n/i"",""Handle perfect squares to avoid duplicates"",""Sort and output divisors; complexity O(sqrt(n) + k log k)""]},{""title"":""Prime number definitions and checks"",""subtopics"":[""Prime: only factors 1 and itself; 1 is not prime"",""Naive check O(n): test 2..n-1"",""Optimized check O(sqrt(n)): test up to sqrt(n)""]},{""title"":""Sieve of Eratosthenes"",""subtopics"":[""Boolean array marking; start marking from p*p"",""Complexity O(n log log n), space O(n)"",""Use for listing all primes up to n""]}]",Imported from cheap mode,ADMIN,2026-03-29T13:53:17.431Z,2026-03-31T12:07:01.827Z
unit_1fa7d809,sub_5734fd48,GCD & LCM,gcd lcm,"[{""title"":""GCD / HCF definition and naive method"",""subtopics"":[""Largest integer dividing both numbers"",""Naive iteration 1..min(a,b) to find common divisors"",""Time O(min(a,b)), space O(1)""]},{""title"":""Euclidean algorithm for GCD"",""subtopics"":[""Subtraction method: gcd(a,b)=gcd(a-b,b)"",""Modulo method: gcd(a,b)=gcd(a%b,b) for efficiency"",""Time O(log(min(a,b))), space O(1)""]},{""title"":""Least Common Multiple (LCM)"",""subtopics"":[""Definition: smallest number divisible by both"",""Naive approach: iterate from max(a,b) upward"",""Efficient compute via GCD: LCM = a*b / GCD(a,b)""]},{""title"":""Relation between GCD and LCM"",""subtopics"":[""Formula: GCD(a,b) * LCM(a,b) = a * b"",""Prime factor interpretation (min vs max powers)"",""Use relation to compute LCM reliably""]}]",Imported from cheap mode,ADMIN,2026-03-29T13:53:17.483Z,2026-03-31T12:07:01.886Z
unit_12a41623,sub_5734fd48,Largest Element,largest element,"[{""title"":""Arrays and Memory Layout"",""subtopics"":[""Array as linear sequence with index-based access"",""Contiguous memory allocation"",""Address calculation using element size"",""Implications for access time and locality""]},{""title"":""Basic Array Operations and C++ Example"",""subtopics"":[""Accessing and updating elements by index"",""Declaration and initialization in C++"",""Example: reading and printing array elements"",""Indexing conventions and bounds""]},{""title"":""Brute-force vs Optimal Solutions (concepts)"",""subtopics"":[""Brute-force: exhaustive methods, easy to implement"",""Optimal: minimize time and space using algorithms"",""When to prefer each approach"",""Trade-offs in time and space complexity""]},{""title"":""Finding Largest Element — Brute-force (Sort)"",""subtopics"":[""Sort array and return element at index n-1"",""Pseudo-code steps: sort then access last"",""C++ implementation using sort()"",""Time: O(n log n), Space: in-place vs extra copy""]},{""title"":""Finding Largest Element — Optimal Linear Scan"",""subtopics"":[""Initialize max = arr[0], traverse and update if arr[i] > max"",""Single pass across array"",""C++ implementation with O(n) time"",""Space O(1) and correctness with examples""]}]",Imported from cheap mode,ADMIN,2026-03-29T13:56:50.021Z,2026-03-31T12:07:01.937Z
unit_97aab3ad,sub_f039f47f,Tenses Ability,tenses ability,"[{""title"":""Definition"",""subtopics"":[""Meaning of 'able to' to express ability"",""Applies across present, past, and future contexts""]},{""title"":""Present ability — Affirmative"",""subtopics"":[""Structure: am/is/are + able to + base verb"",""Examples for I / he/she / we/they""]},{""title"":""Present ability — Negative"",""subtopics"":[""Structure: am not / is not / are not + able to + verb"",""Negative examples showing inability""]},{""title"":""Usage and exam tips"",""subtopics"":[""When to use 'able to' vs 'can' (formality and tense)"",""Subject-verb agreement with 'able to'""]}]",Imported from cheap mode,ADMIN,2026-03-29T22:59:03.654Z,2026-03-31T13:21:18.535Z
unit_1a76af96,sub_f039f47f,Tenses Continuous,tenses continuous,"[{""title"":""Overview"",""subtopics"":[""Continuous tenses show actions in progress"",""Use the -ing form of the verb""]},{""title"":""Present continuous — Affirmative"",""subtopics"":[""Structure: am/is/are + verb-ing"",""Examples for I / he/she / we/they""]},{""title"":""Present continuous — Negative"",""subtopics"":[""Structure: am not / is not / are not + verb-ing"",""Negative examples (not watching, not eating, etc.)""]},{""title"":""Other continuous uses & examples"",""subtopics"":[""Past continuous: interruption (was/were + verb-ing)"",""Future continuous: ongoing action in future (will be + verb-ing)"",""Use for temporary actions and ongoing situations""]}]",Imported from cheap mode,ADMIN,2026-03-29T22:59:03.705Z,2026-03-31T13:21:18.580Z
unit_1912168f,sub_f039f47f,Modal Verbs,modal verbs,"[{""title"":""Modal verb overview"",""subtopics"":[""Form: modal + base verb"",""Common modals: can, could, may, might, will, would, shall, should, must"",""Functions: ability, possibility, permission, requests, advice, necessity""]},{""title"":""May / Might"",""subtopics"":[""Possibility (may/might)"",""Asking for or giving permission (may)"",""Negative: may not — denial/uncertainty"",""Questions using may""]},{""title"":""Shall"",""subtopics"":[""Assertion / promise (shall)"",""Polite offers and suggestions (Shall I/we?)"",""Positive and negative sentence forms""]},{""title"":""Should"",""subtopics"":[""Advice and recommendations"",""Polite suggestions and requests"",""Positive and negative forms""]},{""title"":""Must"",""subtopics"":[""Obligation, necessity and strong assertion"",""Negative: must not (prohibition)"",""Examples of required actions""]}]",Imported from cheap mode,ADMIN,2026-03-29T23:01:52.866Z,2026-03-31T13:21:18.631Z
unit_f326eb20,sub_f039f47f,Present Perfect,present perfect,"[{""title"":""Uses of Present Perfect"",""subtopics"":[""Life experiences (unspecified time)"",""Actions with present results"",""Recent events (just/already/yet)"",""Changes over time and achievements""]},{""title"":""Form & structure"",""subtopics"":[""Have/has + V3"",""Have/has been + V3 (focus on result/passive)"",""Negative and question forms""]},{""title"":""Signal words"",""subtopics"":[""Just / already / yet"",""Ever / never"",""For / since"",""So far / lately / recently"",""Always / until now""]}]",Imported from cheap mode,ADMIN,2026-03-29T23:01:52.920Z,2026-03-31T13:21:18.681Z
